title,author,isbn13,publication_date,publisher,authorID,publisherID
Hamlet,A.R. Braunmuller,9780140714548,2001-12-01 00:00:00.000,Penguin Books,100020,2468
Anna Karenina,Leo Tolstoy,9780140449174,2003-01-30 00:00:00.000,Penguin Books,105173,2468
Anna Karenina,Leo Tolstoy,9780142000274,2001-12-01 00:00:00.000,Penguin Books,105173,2468
War and Peace,Leo Tolstoy,9780143039990,2006-12-01 00:00:00.000,Penguin Books,105173,2468
Anna Karenina,Richard Pevear,9780140449174,2003-01-30 00:00:00.000,Penguin Books,107321,2468
Anna Karenina,Richard Pevear,9780142000274,2001-12-01 00:00:00.000,Penguin Books,107321,2468
Anna Karenina,Larissa Volokhonsky,9780140449174,2003-01-30 00:00:00.000,Penguin Books,105038,2468
Anna Karenina,Larissa Volokhonsky,9780142000274,2001-12-01 00:00:00.000,Penguin Books,105038,2468
Anna Karenina,John Bayley,9780140449174,2003-01-30 00:00:00.000,Penguin Books,104242,2468
Howards End,E.M. Forster,9780141183350,2000-09-28 00:00:00.000,Penguin Books,102206,2468
The Turn of the Screw and The Aspern Papers,Henry James,9780141439907,2003-06-26 00:00:00.000,Penguin Books,103290,2468
Saint Augustine,Garry Wills,9780143035985,2005-08-30 00:00:00.000,Penguin Books,102821,2468
Gravity's Rainbow,Thomas Pynchon,9780140283389,2000-01-01 00:00:00.000,Penguin Books,108612,2468
Gravity's Rainbow,Thomas Pynchon,9780143039945,2006-10-31 00:00:00.000,Penguin Books,108612,2468
The Complete Maus,Art Spiegelman,9780141014081,2003-10-02 00:00:00.000,Penguin Books,100559,2468
The Joy Luck Club,Amy Tan,9780143038092,2006-09-21 00:00:00.000,Penguin Books,100296,2468
The Kitchen God's Wife,Amy Tan,9780143038108,2006-09-21 00:00:00.000,Penguin Books,100296,2468
The Book of Imaginary Beings,Andrew Hurley,9780143039938,2006-09-26 00:00:00.000,Penguin Books,100341,2468
On the Road,Ann Charters,9780141182674,2000-02-24 00:00:00.000,Penguin Books,100400,2468
Of Mice and Men,John Steinbeck,9780142000670,2002-01-08 00:00:00.000,Penguin Books,104431,2468
East of Eden,John Steinbeck,9780142004234,2002-06-18 00:00:00.000,Penguin Books,104431,2468
Cannery Row,John Steinbeck,9780142000687,2002-02-05 00:00:00.000,Penguin Books,104431,2468
The Pearl,John Steinbeck,9780142000694,2002-01-08 00:00:00.000,Penguin Books,104431,2468
War and Peace,Anthony Briggs,9780143039990,2006-12-01 00:00:00.000,Penguin Books,100487,2468
The Turn of the Screw and The Aspern Papers,Anthony Curtis,9780141439907,2003-06-26 00:00:00.000,Penguin Books,100491,2468
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,9780141006871,2002-04-04 00:00:00.000,Penguin Books,102522,2468
The Crucible,Arthur  Miller,9780142437339,2003-03-25 00:00:00.000,Penguin Books,100564,2468
The Lost World (TV Tie-in),Arthur Conan Doyle,9780142002728,2002-09-03 00:00:00.000,Penguin Books,100568,2468
The Histories,Aubrey de Sélincourt,9780140449082,2003-01-30 00:00:00.000,Penguin Books,100604,2468
The Histories,Herodotus,9780140449082,2003-01-30 00:00:00.000,Penguin Books,103321,2468
The Histories,John M. Marincola,9780140449082,2003-01-30 00:00:00.000,Penguin Books,104370,2468
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Robert Fagles,9780140444254,2000-01-03 00:00:00.000,Penguin Books,107469,2468
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Bernard Knox,9780140444254,2000-01-03 00:00:00.000,Penguin Books,100748,2468
Hamlet,William Shakespeare,9780140714548,2001-12-01 00:00:00.000,Penguin Books,109109,2468
Hamlet,Stephen Orgel,9780140714548,2001-12-01 00:00:00.000,Penguin Books,108233,2468
Medea and Other Plays,Euripides,9780140449297,2003-03-27 00:00:00.000,Penguin Books,102585,2468
Medea and Other Plays,John Davie,9780140449297,2003-03-27 00:00:00.000,Penguin Books,104279,2468
Medea and Other Plays,Richard Rutherford,9780140449297,2003-03-27 00:00:00.000,Penguin Books,107337,2468
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles,9780140444254,2000-01-03 00:00:00.000,Penguin Books,108118,2468
Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Brad Leithauser,9780143039167,2005-09-27 00:00:00.000,Penguin Books,100875,2468
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,9780142000281,2002-12-31 00:00:00.000,Penguin Books,101680,2468
Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,9780143034544,2004-12-28 00:00:00.000,Penguin Books,101680,2468
Pride & Prejudice,Jane Austen,9780143036234,2005-09-01 00:00:00.000,Penguin Books,103813,2468
Emma,Jane Austen,9780141439587,2003-05-06 00:00:00.000,Penguin Books,103813,2468
Pride & Prejudice,Vivien Jones,9780143036234,2005-09-01 00:00:00.000,Penguin Books,108887,2468
Great Expectations,Charles Dickens,9780141439563,2002-12-31 00:00:00.000,Penguin Books,101195,2468
A Christmas Carol,Charles Dickens,9781580495790,2012-01-01 00:00:00.000,Penguin Books,101195,2468
Barnaby Rudge,Charles Dickens,9780140437287,2003-02-27 00:00:00.000,Penguin Books,101195,2468
Barnaby Rudge,Hablot Knight Browne,9780140437287,2003-02-27 00:00:00.000,Penguin Books,103164,2468
The Portable John Adams,John  Adams,9780142437780,2004-06-29 00:00:00.000,Penguin Books,104223,2468
The Portable John Adams,John Patrick Diggins,9780142437780,2004-06-29 00:00:00.000,Penguin Books,104399,2468
Great Expectations,Charlotte Mitchell,9780141439563,2002-12-31 00:00:00.000,Penguin Books,101256,2468
Moby-Dick,Herman Melville,9780142000083,2001-09-01 00:00:00.000,Penguin Books,103313,2468
The Adventures of Huckleberry Finn,Mark Twain,9780141439648,2003-01-30 00:00:00.000,Penguin Books,105740,2468
The Book of Imaginary Beings,Peter Sís,9780143039938,2006-09-26 00:00:00.000,Penguin Books,106907,2468
The Crucible,Christopher Bigsby,9780142437339,2003-03-25 00:00:00.000,Penguin Books,101357,2468
On the Road,Jack Kerouac,9780143036388,2005-09-06 00:00:00.000,Penguin Books,103598,2468
On the Road,Jack Kerouac,9780141182674,2000-02-24 00:00:00.000,Penguin Books,103598,2468
Book of Sketches,Jack Kerouac,9780142002155,2006-04-04 00:00:00.000,Penguin Books,103598,2468
Great Expectations,David Trotter,9780141439563,2002-12-31 00:00:00.000,Penguin Books,101871,2468
Salt: A World History,Mark Kurlansky,9780142001615,2003-01-28 00:00:00.000,Penguin Books,105699,2468
The Basque History of the World: The Story of a Nation,Mark Kurlansky,9780140298512,2001-02-01 00:00:00.000,Penguin Books,105699,2468
Falling Angels,Tracy Chevalier,9780452283206,2002-09-24 00:00:00.000,Penguin Books,108752,2468
The Virgin Blue,Tracy Chevalier,9780452284449,2003-06-24 00:00:00.000,Penguin Books,108752,2468
A Room of One's Own,Virginia Woolf,9780141183534,2000-01-01 00:00:00.000,Penguin Books,108883,2468
Pygmalion,Dan H. Laurence,9780141439501,2003-01-30 00:00:00.000,Penguin Books,101576,2468
A Little Princess,Frances Hodgson Burnett,9780142437018,2002-02-26 00:00:00.000,Penguin Books,102655,2468
A Little Princess,Nancy Bond,9780142437018,2002-02-26 00:00:00.000,Penguin Books,106346,2468
The Portable Dante,Dante Alighieri,9780142437544,2003-07-29 00:00:00.000,Penguin Books,101633,2468
Icy Sparks,Gwyn Hyman Rubio,9780142000205,2001-03-08 00:00:00.000,Penguin Books,103138,2468
On Beauty,Zadie Smith,9780143037743,2006-08-29 00:00:00.000,Penguin Books,109177,2468
White Teeth,Zadie Smith,9780140276336,2001-01-25 00:00:00.000,Penguin Books,109177,2468
The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,9780142004203,2004-09-07 00:00:00.000,Penguin Books,106530,2468
The Power and the Glory,Graham Greene,9780142437308,2003-02-25 00:00:00.000,Penguin Books,103068,2468
The Power and the Glory,John Updike,9780142437308,2003-02-25 00:00:00.000,Penguin Books,104447,2468
Moonraker (James Bond  #3),Ian Fleming,9780142002063,2002-12-31 00:00:00.000,Penguin Books,103436,2468
Goldfinger (James Bond  #7),Ian Fleming,9780142002049,2002-08-27 00:00:00.000,Penguin Books,103436,2468
On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,9780142003251,2003-09-02 00:00:00.000,Penguin Books,103436,2468
Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,9780142003299,2004-04-06 00:00:00.000,Penguin Books,103436,2468
The Spy Who Loved Me (James Bond  #10),Ian Fleming,9780142003268,2003-09-02 00:00:00.000,Penguin Books,103436,2468
Book of Sketches,George Condo,9780142002155,2006-04-04 00:00:00.000,Penguin Books,102907,2468
Don Quixote,Miguel de Cervantes Saavedra,9780142437230,2003-02-25 00:00:00.000,Penguin Books,106225,2468
Don Quixote,Miguel de Cervantes Saavedra,9780140449099,2003-01-30 00:00:00.000,Penguin Books,106225,2468
Don Quixote,John Rutherford,9780142437230,2003-02-25 00:00:00.000,Penguin Books,104421,2468
Don Quixote,John Rutherford,9780140449099,2003-01-30 00:00:00.000,Penguin Books,104421,2468
Don Quixote,Roberto González Echevarría,9780142437230,2003-02-25 00:00:00.000,Penguin Books,107588,2468
The Gift,Vladimir Nabokov,9780141185873,2001-04-05 00:00:00.000,Penguin Books,108888,2468
The Gift,Dmitri Nabokov,9780141185873,2001-04-05 00:00:00.000,Penguin Books,102032,2468
Bridget Jones's Guide to Life,Helen Fielding,9780142000212,2001-04-01 00:00:00.000,Penguin Books,103260,2468
Moby-Dick,Nathaniel Philbrick,9780142000083,2001-09-01 00:00:00.000,Penguin Books,106394,2468
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,9780141001821,2001-05-01 00:00:00.000,Penguin Books,106394,2468
Selected Non-Fictions,Eliot Weinberger,9780140290110,2000-11-01 00:00:00.000,Penguin Books,102353,2468
Year of Wonders,Geraldine Brooks,9780142001431,2002-04-30 00:00:00.000,Penguin Books,102976,2468
Wuthering Heights,Emily Brontë,9780140620122,2007-01-13 00:00:00.000,Penguin Books,102457,2468
Selected Non-Fictions,Esther Allen,9780140290110,2000-11-01 00:00:00.000,Penguin Books,102569,2468
Emma,Fiona Stafford,9780141439587,2003-05-06 00:00:00.000,Penguin Books,102632,2468
Why I Write,George Orwell,9780143036357,2005-09-06 00:00:00.000,Penguin Books,102934,2468
The Wind in the Willows,Gillian Avery,9780143039099,2005-10-27 00:00:00.000,Penguin Books,103002,2468
The Wind in the Willows,Kenneth Grahame,9780143039099,2005-10-27 00:00:00.000,Penguin Books,104895,2468
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,9780142003343,2003-08-26 00:00:00.000,Penguin Books,108306,2468
Selected Non-Fictions,Jorge Luis Borges,9780140290110,2000-11-01 00:00:00.000,Penguin Books,104534,2468
The Book of Imaginary Beings,Jorge Luis Borges,9780143039938,2006-09-26 00:00:00.000,Penguin Books,104534,2468
Vanity Fair,William Makepeace Thackeray,9780141439839,2003-01-30 00:00:00.000,Penguin Books,109084,2468
Vanity Fair,John Carey,9780141439839,2003-01-30 00:00:00.000,Penguin Books,104260,2468
Siddhartha,Hermann Hesse,9780142437186,2002-12-31 00:00:00.000,Penguin Books,103317,2468
Pygmalion,George Bernard Shaw,9780141439501,2003-01-30 00:00:00.000,Penguin Books,102904,2468
Siddhartha,Joachim Neugroschel,9780142437186,2002-12-31 00:00:00.000,Penguin Books,104127,2468
Siddhartha,Ralph Freedman,9780142437186,2002-12-31 00:00:00.000,Penguin Books,107100,2468
Disgrace,J.M. Coetzee,9780143036371,2005-08-30 00:00:00.000,Penguin Books,103568,2468
Youth,J.M. Coetzee,9780142002001,2003-10-07 00:00:00.000,Penguin Books,103568,2468
Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset,9780143039167,2005-09-27 00:00:00.000,Penguin Books,108078,2468
Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Tiina Nunnally,9780143039167,2005-09-27 00:00:00.000,Penguin Books,108624,2468
The Mermaid Chair,Sue Monk Kidd,9780143036692,2006-03-07 00:00:00.000,Penguin Books,108343,2468
The Secret Life of Bees,Sue Monk Kidd,9780143036401,2005-10-04 00:00:00.000,Penguin Books,108343,2468
The City of Falling Angels,John Berendt,9780143036937,2006-09-26 00:00:00.000,Penguin Books,104244,2468
The Gift,Michael Scammell,9780141185873,2001-04-05 00:00:00.000,Penguin Books,106159,2468
Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,9780142001349,2003-02-25 00:00:00.000,Penguin Books,103842,2468
The Lost World (TV Tie-in),Philip Gooden,9780142002728,2002-09-03 00:00:00.000,Penguin Books,106944,2468
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,9780142002261,2002-07-30 00:00:00.000,Penguin Books,108153,2468
The Read-Aloud Handbook,Jim Trelease,9780143037392,2006-07-25 00:00:00.000,Penguin Books,104113,2468
The Outsiders,Jodi Picoult,9780143039853,2006-05-30 00:00:00.000,Penguin Books,104160,2468
Barnaby Rudge,John Bowen,9780140437287,2003-02-27 00:00:00.000,Penguin Books,104251,2468
The Memory Keeper's Daughter,Kim Edwards,9780143037149,2006-05-30 00:00:00.000,Penguin Books,104948,2468
Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,June Casagrande,9780143036838,2006-03-28 00:00:00.000,Penguin Books,104694,2468
The Portable Faulkner,William Faulkner,9780142437285,2003-02-25 00:00:00.000,Penguin Books,109044,2468
Hunger,Lan Samantha Chang,9780140288483,2000-01-01 00:00:00.000,Penguin Books,105025,2468
The Portable Dante,Mark Musa,9780142437544,2003-07-29 00:00:00.000,Penguin Books,105712,2468
The Portable Faulkner,Malcolm Cowley,9780142437285,2003-02-25 00:00:00.000,Penguin Books,105491,2468
Pygmalion,Nicholas Grene,9780141439501,2003-01-30 00:00:00.000,Penguin Books,106437,2468
The Scarlet Letter,Nathaniel Hawthorne,9780142437261,2003-02-27 00:00:00.000,Penguin Books,106392,2468
The Scarlet Letter,Thomas E. Connolly,9780142437261,2003-02-27 00:00:00.000,Penguin Books,108581,2468
The Scarlet Letter,Nina Baym,9780142437261,2003-02-27 00:00:00.000,Penguin Books,106493,2468
The Book of Imaginary Beings,Margarita Guerrero,9780143039938,2006-09-26 00:00:00.000,Penguin Books,105583,2468
Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,9780143038191,2006-10-03 00:00:00.000,Penguin Books,105590,2468
The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,9780140284126,2000-06-01 00:00:00.000,Penguin Books,106578,2468
The Liars' Club,Mary Karr,9780143035749,2005-05-31 00:00:00.000,Penguin Books,105841,2468
Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,9780965013017,2000-01-24 00:00:00.000,Penguin Books,106596,2468
War and Peace,Orlando Figes,9780143039990,2006-12-01 00:00:00.000,Penguin Books,106554,2468
The Adventures of Huckleberry Finn,Peter Coveney,9780141439648,2003-01-30 00:00:00.000,Penguin Books,106820,2468
The Outsiders,S.E. Hinton,9780143039853,2006-05-30 00:00:00.000,Penguin Books,107806,2468
When the Elephants Dance,Tess Uriza Holthe,9780142002889,2003-06-24 00:00:00.000,Penguin Books,108527,2468
Alexander Hamilton,Ron Chernow,9780143034759,2005-03-29 00:00:00.000,Penguin Books,107665,2468
Selected Non-Fictions,Suzanne Jill Levine,9780140290110,2000-11-01 00:00:00.000,Penguin Books,108412,2468
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,9780143037835,2006-09-05 00:00:00.000,Penguin Books,109171,2468
Nausea,Jean-Paul Sartre,9780141185491,2000-11-30 00:00:00.000,Penguin Books,103943,2468
Nausea,James  Wood,9780141185491,2000-11-30 00:00:00.000,Penguin Books,103650,2468
Nausea,Robert Baldick,9780141185491,2000-11-30 00:00:00.000,Penguin Books,107433,2468
Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,9780143036975,2006-05-02 00:00:00.000,Penguin Books,102781,2468
Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,9780140281910,2000-06-01 00:00:00.000,Penguin Books,102781,2468
Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,9780140289206,2000-03-30 00:00:00.000,Penguin Books,102157,2468
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll,9780141439761,2003-03-27 00:00:00.000,Penguin Books,105230,2468
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Hugh Haughton,9780141439761,2003-03-27 00:00:00.000,Penguin Books,103398,2468
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),John Tenniel,9780141439761,2003-03-27 00:00:00.000,Penguin Books,104440,2468
Drop City,T. Coraghessan Boyle,9780142003800,2004-01-27 00:00:00.000,Penguin Books,108442,2468
Drop City,Richard Poe,9780142003800,2004-01-27 00:00:00.000,Penguin Books,107323,2468
Tooth and Claw,T. Coraghessan Boyle,9780143037439,2006-06-27 00:00:00.000,Penguin Books,108442,2468
After the Plague: and Other Stories,T. Coraghessan Boyle,9780142001417,2002-12-31 00:00:00.000,Penguin Books,108442,2468
The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,9781594482229,2006-09-05 00:00:00.000,Penguin Books,104330,2468
Fear and Trembling,Søren Kierkegaard,9780143037576,2006-05-30 00:00:00.000,Penguin Books,108440,2468
Fear and Trembling,Alastair Hannay,9780143037576,2006-05-30 00:00:00.000,Penguin Books,100128,2468
Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,9780452284166,2003-09-30 00:00:00.000,Penguin Books,101586,2468
Something Rotten (Thursday Next  #4),Jasper Fforde,9780143035411,2005-07-26 00:00:00.000,Penguin Books,103883,2468
Lost in a Good Book (Thursday Next  #2),Jasper Fforde,9780142004036,2004-02-04 00:00:00.000,Penguin Books,103883,2468
The Well of Lost Plots (Thursday Next #3),Jasper Fforde,9780143034353,2004-08-03 00:00:00.000,Penguin Books,103883,2468
The Eyre Affair (Thursday Next  #1),Jasper Fforde,9780142001806,2003-02-25 00:00:00.000,Penguin Books,103883,2468
Buddha,Karen Armstrong,9780143034360,2004-09-28 00:00:00.000,Penguin Books,104733,2468
Letters from the Bay of Islands: The Story of Marianne Williams,Marianne Williams,9780143019299,2004-01-01 00:00:00.000,Penguin Books,105617,2468
Letters from the Bay of Islands: The Story of Marianne Williams,Caroline Fitzgerald,9780143019299,2004-01-01 00:00:00.000,Penguin Books,101106,2468
The Restless Sleep: Inside New York City's Cold Case Squad,Stacy Horn,9780143037293,2006-07-25 00:00:00.000,Penguin Books,108126,2468
River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,9780142004104,2004-03-02 00:00:00.000,Penguin Books,107162,2468
The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,9780143036494,2005-10-04 00:00:00.000,Penguin Books,104364,2468
Postwar: A History of Europe Since 1945,Tony Judt,9780143037750,2006-09-05 00:00:00.000,Penguin Books,108738,2468
The Book of Other People,Zadie Smith,9780143038184,2008-01-02 00:00:00.000,Penguin Books,109177,2468
The Book of Other People,David Mitchell,9780143038184,2008-01-02 00:00:00.000,Penguin Books,101827,2468
The Book of Other People,George Saunders,9780143038184,2008-01-02 00:00:00.000,Penguin Books,102947,2468
The Book of Other People,Colm Tóibín,9780143038184,2008-01-02 00:00:00.000,Penguin Books,101473,2468
The Book of Other People,Aleksandar Hemon,9780143038184,2008-01-02 00:00:00.000,Penguin Books,100153,2468
The Book of Other People,Nick Hornby,9780143038184,2008-01-02 00:00:00.000,Penguin Books,106456,2468
The Book of Other People,Hari Kunzru,9780143038184,2008-01-02 00:00:00.000,Penguin Books,103186,2468
The Book of Other People,Toby Litt,9780143038184,2008-01-02 00:00:00.000,Penguin Books,108669,2468
The Book of Other People,Chris Ware,9780143038184,2008-01-02 00:00:00.000,Penguin Books,101325,2468
The Spell,Alan Hollinghurst,9780140286373,2000-05-01 00:00:00.000,Penguin Books,100113,2468
Meditations,Marcus Aurelius,9780140449334,2006-04-27 00:00:00.000,Penguin Books,105540,2468
Meditations,Martin Hammond,9780140449334,2006-04-27 00:00:00.000,Penguin Books,105781,2468
Meditations,Albert Wittstock,9780140449334,2006-04-27 00:00:00.000,Penguin Books,100144,2468
Meditations,Diskin Clay,9780140449334,2006-04-27 00:00:00.000,Penguin Books,102030,2468
On Friendship,Michel de Montaigne,9780143036296,2005-09-06 00:00:00.000,Penguin Books,106193,2468
On Friendship,M.A. Screech,9780143036296,2005-09-06 00:00:00.000,Penguin Books,105457,2468
Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri,9780143037484,2006-07-25 00:00:00.000,Penguin Books,100315,2468
Rounding the Mark (Inspector Montalbano  #7),Stephen Sartarelli,9780143037484,2006-07-25 00:00:00.000,Penguin Books,108240,2468
Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri,9780143034605,2005-02-01 00:00:00.000,Penguin Books,100315,2468
Excursion to Tindari (Inspector Montalbano #5),Stephen Sartarelli,9780143034605,2005-02-01 00:00:00.000,Penguin Books,108240,2468
Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,9780140196092,2000-01-01 00:00:00.000,Penguin Books,105493,2468
Bleak House,Charles Dickens,9780143037613,2006-01-06 00:00:00.000,Penguin Books,101195,2468
Bleak House,Nicola Bradbury,9780143037613,2006-01-06 00:00:00.000,Penguin Books,106464,2468
Bleak House,Hablot Knight Browne,9780143037613,2006-01-06 00:00:00.000,Penguin Books,103164,2468
Far from the Madding Crowd,Thomas Hardy,9780141439655,2003-02-27 00:00:00.000,Penguin Books,108591,2468
Far from the Madding Crowd,Rosemarie Morgan,9780141439655,2003-02-27 00:00:00.000,Penguin Books,107715,2468
Far from the Madding Crowd,Shannon Russell,9780141439655,2003-02-27 00:00:00.000,Penguin Books,108000,2468
Jane Austen: A Life,Carol Shields,9780143035169,2005-05-31 00:00:00.000,Penguin Books,101096,2468
Early Greek Philosophy,Jonathan Barnes,9780140448153,2002-09-26 00:00:00.000,Penguin Books,104493,2468
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,9780142004821,2005-01-25 00:00:00.000,Penguin Books,100549,2468
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking,9780762427321,2006-01-01 00:00:00.000,Penguin Books,108198,2468
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Isaac Newton,9780762427321,2006-01-01 00:00:00.000,Penguin Books,103499,2468
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Nicolaus Copernicus,9780762427321,2006-01-01 00:00:00.000,Penguin Books,106470,2468
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Albert Einstein,9780762427321,2006-01-01 00:00:00.000,Penguin Books,100135,2468
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Johannes Kepler,9780762427321,2006-01-01 00:00:00.000,Penguin Books,104204,2468
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Galileo Galilei,9780762427321,2006-01-01 00:00:00.000,Penguin Books,102811,2468
The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,9780141187068,2002-07-25 00:00:00.000,Penguin Books,103157,2468
The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,9780143038825,2007-03-01 00:00:00.000,Penguin Books,109038,2468
The Portable Edgar Allan Poe,Edgar Allan Poe,9780143039914,2006-09-28 00:00:00.000,Penguin Books,102229,2468
The Portable Edgar Allan Poe,J. Gerald Kennedy,9780143039914,2006-09-28 00:00:00.000,Penguin Books,103531,2468
Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas,9780142000199,2001-12-31 00:00:00.000,Penguin Books,107180,2468
Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Andrew Hurley,9780142000199,2001-12-31 00:00:00.000,Penguin Books,100341,2468
Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando,Thomas Colchie,9780142000199,2001-12-31 00:00:00.000,Penguin Books,108579,2468
The Secret Life of Bees,Sue Monk Kidd,9780142001745,2003-01-28 00:00:00.000,Penguin Books,108343,2468
A Man of the People,Chinua Achebe,9780385086165,2016-08-16 00:00:00.000,Penguin Books,101275,2468
The Portable Arthur Miller,Arthur  Miller,9780142437551,2003-07-29 00:00:00.000,Penguin Books,100564,2468
The Portable Arthur Miller,Harold Clurman,9780142437551,2003-07-29 00:00:00.000,Penguin Books,103194,2468
The Portable Arthur Miller,Christopher Bigsby,9780142437551,2003-07-29 00:00:00.000,Penguin Books,101357,2468
The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France,Carol Drinkwater,9780142001301,2002-06-25 00:00:00.000,Penguin Books,101083,2468
Homegrown Democrat: A Few Plain Thoughts from the Heart of America,Garrison Keillor,9780143037682,2006-08-29 00:00:00.000,Penguin Books,102819,2468
Good Poems for Hard Times,Garrison Keillor,9780143037675,2006-08-29 00:00:00.000,Penguin Books,102819,2468
Good Poems for Hard Times,Charles Bukowski,9780143037675,2006-08-29 00:00:00.000,Penguin Books,101190,2468
Good Poems for Hard Times,Robert Burns,9780143037675,2006-08-29 00:00:00.000,Penguin Books,107444,2468
Good Poems for Hard Times,Hayden Carruth,9780143037675,2006-08-29 00:00:00.000,Penguin Books,103236,2468
Good Poems for Hard Times,Raymond Carver,9780143037675,2006-08-29 00:00:00.000,Penguin Books,107136,2468
Good Poems for Hard Times,Billy Collins,9780143037675,2006-08-29 00:00:00.000,Penguin Books,100822,2468
Good Poems for Hard Times,Noël Coward,9780143037675,2006-08-29 00:00:00.000,Penguin Books,106533,2468
Good Poems for Hard Times,Carl Dennis,9780143037675,2006-08-29 00:00:00.000,Penguin Books,101045,2468
Good Poems for Hard Times,E.E. Cummings,9780143037675,2006-08-29 00:00:00.000,Penguin Books,102197,2468
Good Poems for Hard Times,Emily Dickinson,9780143037675,2006-08-29 00:00:00.000,Penguin Books,102458,2468
Good Poems for Hard Times,Stephen Dobyns,9780143037675,2006-08-29 00:00:00.000,Penguin Books,108185,2468
Good Poems for Hard Times,Fleur Adcock,9780143037675,2006-08-29 00:00:00.000,Penguin Books,102639,2468
Good Poems for Hard Times,John Donne,9780143037675,2006-08-29 00:00:00.000,Penguin Books,104282,2468
Good Poems for Hard Times,Rita Dove,9780143037675,2006-08-29 00:00:00.000,Penguin Books,107381,2468
Good Poems for Hard Times,Stephen Dunn,9780143037675,2006-08-29 00:00:00.000,Penguin Books,108186,2468
Good Poems for Hard Times,Lawrence Ferlinghetti,9780143037675,2006-08-29 00:00:00.000,Penguin Books,105122,2468
Good Poems for Hard Times,Robert Frost,9780143037675,2006-08-29 00:00:00.000,Penguin Books,107473,2468
Good Poems for Hard Times,Erica Funkhouser,9780143037675,2006-08-29 00:00:00.000,Penguin Books,102530,2468
Good Poems for Hard Times,Donald Hall,9780143037675,2006-08-29 00:00:00.000,Penguin Books,102075,2468
Good Poems for Hard Times,Patricia Hampl,9780143037675,2006-08-29 00:00:00.000,Penguin Books,106643,2468
Good Poems for Hard Times,Thomas Hardy,9780143037675,2006-08-29 00:00:00.000,Penguin Books,108591,2468
Good Poems for Hard Times,Jim Harrison,9780143037675,2006-08-29 00:00:00.000,Penguin Books,104099,2468
Good Poems for Hard Times,W.H. Auden,9780143037675,2006-08-29 00:00:00.000,Penguin Books,108908,2468
Good Poems for Hard Times,Jennifer Michael Hecht,9780143037675,2006-08-29 00:00:00.000,Penguin Books,103993,2468
