code,LAT,LONG,PRS,WND,SiR34,SATSer
1.9861E+11,17.39,124.67,920,53.2,260.6,GMS-3 
,,,,,,
1.9861E+11,17.58,123.7,920,51.8,233.8,GMS-3 
,,,,,,
1.9861E+11,17.78,122.79,923,49.4,233.1,GMS-3 
,,,,,,
1.9861E+11,17.92,122.04,930,44.5,229.7,GMS-3 
,,,,,,
1.9861E+11,18.14,121.3,942,42.6,244.1,GMS-3 
,,,,,,
1.9861E+11,18.58,120.7,958,38.1,317.5,GMS-3 
,,,,,,
1.9861E+11,19.04,120.08,962,36.6,405.1,GMS-3 
,,,,,,
1.9861E+11,19.52,119.38,967,33.2,372,GMS-3 
,,,,,,
1.9861E+11,19.93,118.7,970,32.8,374.6,GMS-3 
,,,,,,
1.9861E+11,20.58,118.04,972,32.3,386,GMS-3 
,,,,,,
1.9861E+11,21.24,117.25,974,32.3,330.4,GMS-3 
,,,,,,
1.9861E+11,23.02,114.83,980,24.1,225,GMS-3 
,,,,,,
1.9861E+11,23.37,114.1,985,22.5,310.7,GMS-3 
,,,,,,
1.9861E+11,23.77,113.25,988,19,255,GMS-3 
,,,,,,
1.98611E+11,16.7,139.4,998,19.1,128.6,GMS-3 
,,,,,,
1.98611E+11,17.55,138.17,994,20,140.7,GMS-3 
,,,,,,
1.98611E+11,18.52,137.19,990,24.9,147.4,GMS-3 
,,,,,,
1.98611E+11,19.62,136.29,987,25.4,129,GMS-3 
,,,,,,
1.98611E+11,20.56,135.2,985,29.3,183.4,GMS-3 
,,,,,,
1.98611E+11,21.38,134.05,984,29.3,120.1,GMS-3 
,,,,,,
1.98611E+11,22.18,133,982,29.3,125.8,GMS-3 
,,,,,,
1.98611E+11,23.01,132.04,975,31.2,126.1,GMS-3 
,,,,,,
1.98611E+11,23.9,131.16,966,34.2,133.6,GMS-3 
,,,,,,
1.98611E+11,24.62,130.48,960,36.6,134.3,GMS-3 
,,,,,,
1.98611E+11,25.22,129.88,955,40,139.8,GMS-3 
,,,,,,
1.98611E+11,25.79,129.34,960,39,140.7,GMS-3 
,,,,,,
1.98611E+11,26.34,129.04,970,34.2,152.1,GMS-3 
,,,,,,
1.98611E+11,27.2,128.92,981,32.7,160.9,GMS-3 
,,,,,,
1.98611E+11,28.18,129.1,984,29.3,190.3,GMS-3 
,,,,,,
1.98611E+11,29.27,129.61,984,26.8,203.9,GMS-3 
,,,,,,
1.98611E+11,30.56,130.72,986,24.8,148.2,GMS-3 
,,,,,,
1.98611E+11,31.9,132.42,990,23,189.9,GMS-3 
,,,,,,
1.98611E+11,32.77,134.8,994,20.5,206,GMS-3 
,,,,,,
1.98611E+11,33.56,137.56,994,19.7,155.7,GMS-3 
,,,,,,
1.98611E+11,34.68,141.09,995,19.7,119.7,GMS-3 
,,,,,,
1.98611E+11,34.52,144.83,996,18,152.1,GMS-3 
,,,,,,
1.98612E+11,20.24,110.6,996,18,167.8,GMS-3 
,,,,,,
1.98612E+11,20.8,110.1,996,18,200.3,GMS-3 
,,,,,,
1.98612E+11,21.45,109.55,996,18,179.3,GMS-3 
,,,,,,
1.98612E+11,21.8,108.95,996,18,135.2,GMS-3 
,,,,,,
1.98612E+11,22.15,108.35,996,18,180.6,GMS-3 
,,,,,,
1.98614E+11,16.67,124.97,992,19.6,199.4,GMS-3 
,,,,,,
1.98614E+11,16.84,124.2,992,22.5,204.8,GMS-3 
,,,,,,
1.98614E+11,18.98,125.44,985,22,184,GMS-3 
,,,,,,
1.98614E+11,19.67,126.05,985,22.9,185.3,GMS-3 
,,,,,,
1.98614E+11,20.32,126.79,985,23.4,130.7,GMS-3 
,,,,,,
1.98614E+11,21.08,127.7,983,26.8,137,GMS-3 
,,,,,,
1.98617E+11,18.68,156.8,992,20.1,119.6,GMS-3 
,,,,,,
1.98617E+11,18.74,156.36,989,22.6,138.6,GMS-3 
,,,,,,
1.98617E+11,18.73,155.99,988,24,138.6,GMS-3 
,,,,,,
1.98617E+11,18.68,155.92,990,25,138,GMS-3 
,,,,,,
1.98617E+11,19.07,156.19,990,25.9,192,GMS-3 
,,,,,,
1.98617E+11,19.5,156.4,985,26.4,139.1,GMS-3 
,,,,,,
1.98617E+11,19.84,156.36,981,27.3,170.4,GMS-3 
,,,,,,
1.98617E+11,20.36,156.22,980,28.3,178.4,GMS-3 
,,,,,,
1.98617E+11,21.35,156.23,980,28.3,176.8,GMS-3 
,,,,,,
1.98617E+11,22.62,155.9,980,28.3,153,GMS-3 
,,,,,,
1.98617E+11,23.67,154.88,975,30.2,139.2,GMS-3 
,,,,,,
1.98617E+11,24.42,153.9,969,33.7,172.4,GMS-3 
,,,,,,
1.98617E+11,24.94,153.46,966,34.6,193.2,GMS-3 
,,,,,,
1.98617E+11,25.28,153.14,966,37.1,175.5,GMS-3 
,,,,,,
1.98617E+11,25.45,152.92,966,36.1,157.6,GMS-3 
,,,,,,
1.98617E+11,25.64,152.84,970,34.6,132.5,GMS-3 
,,,,,,
1.98617E+11,27.04,156.82,975,30.8,227.4,GMS-3 
,,,,,,
1.98617E+11,27.05,159.61,975,28.3,236.3,GMS-3 
,,,,,,
1.98617E+11,27.04,161.12,975,27.3,180.4,GMS-3 
,,,,,,
1.98617E+11,29.5,164.75,975,24.5,113,GMS-3 
,,,,,,
1.98617E+11,30.74,164.98,975,23,130.6,GMS-3 
,,,,,,
1.98617E+11,32.16,164.75,975,22.5,127,GMS-3 
,,,,,,
1.98617E+11,33.7,164.26,977,22,153.6,GMS-3 
,,,,,,
1.98617E+11,35.29,163.36,980,20.6,234.9,GMS-3 
,,,,,,
1.98617E+11,36.84,162.36,980,19.6,216.4,GMS-3 
,,,,,,
1.98617E+11,37.75,160.79,982,19.6,178.7,GMS-3 
,,,,,,
1.98618E+11,18.6,129.74,988,18.5,173.7,GMS-3 
,,,,,,
1.98618E+11,18.44,129.88,988,19.5,132.4,GMS-3 
,,,,,,
1.98618E+11,18.22,130.24,988,20.5,235.3,GMS-3 
,,,,,,
1.98618E+11,21.21,136.22,988,18.1,204.9,GMS-3 
,,,,,,
1.98618E+11,22.91,137.67,987,21.5,151,GMS-3 
,,,,,,
1.98618E+11,23.48,137.9,985,22.5,142.1,GMS-3 
,,,,,,
1.98618E+11,23.42,137.74,985,22.5,107.8,GMS-3 
,,,,,,
1.98618E+11,22.9,138.06,984,23.4,148.7,GMS-3 
,,,,,,
1.98618E+11,21.95,140.69,971,27.4,175.1,GMS-3 
,,,,,,
1.98618E+11,21.34,141.46,967,32.3,192.2,GMS-3 
,,,,,,
1.98618E+11,21.31,142.03,965,32.7,224.2,GMS-3 
,,,,,,
1.98618E+11,21.34,142.5,962,34.2,209.2,GMS-3 
,,,,,,
1.98618E+11,21.31,142.99,960,36.6,189,GMS-3 
,,,,,,
1.98618E+11,21.36,143.42,955,38.6,192.9,GMS-3 
,,,,,,
1.98618E+11,21.52,144.11,949,42.3,216,GMS-3 
,,,,,,
1.98618E+11,21.64,144.66,945,45.8,208.4,GMS-3 
,,,,,,
1.98618E+11,21.79,145.15,935,47.7,233.7,GMS-3 
,,,,,,
1.98618E+11,21.94,145.54,924,51.6,243.2,GMS-3 
,,,,,,
1.98618E+11,22.13,145.59,925,51.6,246.2,GMS-3 
,,,,,,
1.98618E+11,22.18,144.4,942,46.9,287.3,GMS-3 
,,,,,,
1.98618E+11,22.22,143.48,945,44.9,282.5,GMS-3 
,,,,,,
1.98618E+11,22.22,142.4,945,44.4,303.8,GMS-3 
,,,,,,
1.98618E+11,22.2,141.09,945,44.4,275.2,GMS-3 
,,,,,,
1.98618E+11,22.28,139.94,945,43.4,267.6,GMS-3 
,,,,,,
1.98618E+11,22.7,138.64,942,43.9,268,GMS-3 
,,,,,,
1.98618E+11,23.04,137.02,941,44.4,292.4,GMS-3 
,,,,,,
1.98618E+11,23.44,135.37,945,43,349.2,GMS-3 
,,,,,,
1.98618E+11,23.96,133.56,950,42.5,281.6,GMS-3 
,,,,,,
1.98618E+11,24.51,131.96,950,42.5,268,GMS-3 
,,,,,,
1.98618E+11,25.06,130.24,949,42.5,292.6,GMS-3 
,,,,,,
1.98618E+11,25.61,128.78,950,42,335.8,GMS-3 
,,,,,,
1.98618E+11,26.14,127.36,951,40.6,270.6,GMS-3 
,,,,,,
1.98618E+11,26.69,126.21,952,40.1,244.7,GMS-3 
,,,,,,
1.98618E+11,27.3,125.4,952,40.6,309.9,GMS-3 
,,,,,,
1.98618E+11,27.99,124.88,955,40.1,325.1,GMS-3 
,,,,,,
1.98618E+11,28.92,124.48,957,38.1,259.3,GMS-3 
,,,,,,
1.98618E+11,29.87,124.22,960,37.7,283.5,GMS-3 
,,,,,,
1.98618E+11,30.92,124.28,960,36.2,232.9,GMS-3 
,,,,,,
1.98618E+11,32.17,124.61,962,33.8,227.7,GMS-3 
,,,,,,
1.98618E+11,33.76,125.18,963,32.3,284.4,GMS-3 
,,,,,,
1.9862E+11,17.1,115.44,982,27.4,115.4,GMS-3 
,,,,,,
1.9862E+11,17.83,114.76,975,29.8,160,GMS-3 
,,,,,,
1.9862E+11,18.44,114.16,973,31.7,150.3,GMS-3 
,,,,,,
1.9862E+11,19.03,113.62,973,32.2,107.2,GMS-3 
,,,,,,
1.9862E+11,19.66,113.32,972,33.2,118.4,GMS-3 
,,,,,,
1.9862E+11,20.44,113.62,975,32.7,144.1,GMS-3 
,,,,,,
1.9862E+11,21.16,114.32,972,32.6,159.1,GMS-3 
,,,,,,
1.9862E+11,21.73,115.12,972,31.1,139.4,GMS-3 
,,,,,,
1.9862E+11,22.26,116.1,965,34.1,156.7,GMS-3 
,,,,,,
1.9862E+11,22.73,117.17,960,36.1,191.1,GMS-3 
,,,,,,
1.9862E+11,23.14,118.28,960,39.1,209.8,GMS-3 
,,,,,,
1.9862E+11,23.63,119.27,963,38.1,194.2,GMS-3 
,,,,,,
1.9862E+11,24.06,120.46,965,33.7,188.4,GMS-3 
,,,,,,
1.9862E+11,24.65,121.84,975,30,184,GMS-3 
,,,,,,
1.9862E+11,25.04,123.04,978,27.4,273.5,GMS-3 
,,,,,,
1.9862E+11,25,124.11,982,26.9,215.1,GMS-3 
,,,,,,
1.9862E+11,24.54,124.62,987,24.9,186,GMS-3 
,,,,,,
1.9862E+11,24.45,124.99,988,24.4,178.1,GMS-3 
,,,,,,
1.9862E+11,24.24,124.58,987,23.9,111.3,GMS-3 
,,,,,,
1.9862E+11,23.72,123.94,985,24.9,149.2,GMS-3 
,,,,,,
1.9862E+11,23.24,123.42,985,26.8,168.5,GMS-3 
,,,,,,
1.9862E+11,22.57,122.51,987,25.9,190.6,GMS-3 
,,,,,,
1.9862E+11,21.84,121.52,988,22.5,197.4,GMS-3 
,,,,,,
1.9862E+11,21.36,120.17,990,20.1,233.7,GMS-3 
,,,,,,
1.9862E+11,21.14,118.82,992,17.6,233.3,GMS-3 
,,,,,,
1.9862E+11,20.8,117.71,993,17.6,202.6,GMS-3 
,,,,,,
1.9862E+11,20.44,120.99,993,18.5,150,GMS-3 
,,,,,,
1.9862E+11,20.58,121.14,992,19.6,109.4,GMS-3 
,,,,,,
1.9862E+11,20.67,121.22,991,21.5,124.5,GMS-3 
,,,,,,
1.9862E+11,20.82,121.34,990,23,138.1,GMS-3 
,,,,,,
1.9862E+11,21.09,121.48,989,24,170.3,GMS-3 
,,,,,,
1.9862E+11,21.4,121.76,986,25.9,136,GMS-3 
,,,,,,
1.9862E+11,21.71,122.1,982,27.3,141.7,GMS-3 
,,,,,,
1.9862E+11,21.84,122.4,975,29.8,174.5,GMS-3 
,,,,,,
1.9862E+11,21.89,122.62,963,31.7,141.7,GMS-3 
,,,,,,
1.9862E+11,21.88,122.84,955,34.1,164.1,GMS-3 
,,,,,,
1.9862E+11,21.8,123.05,960,35.1,170.9,GMS-3 
,,,,,,
1.9862E+11,21.58,123.2,965,35.1,172.2,GMS-3 
,,,,,,
1.9862E+11,21.42,123.23,970,33.7,148.5,GMS-3 
,,,,,,
1.9862E+11,21.14,123.1,973,33.2,166.8,GMS-3 
,,,,,,
1.9862E+11,20.8,122.77,970,34.2,175.6,GMS-3 
,,,,,,
1.9862E+11,20.34,122.44,967,36.6,167.4,GMS-3 
,,,,,,
1.9862E+11,19.95,122.18,967,37.1,172,GMS-3 
,,,,,,
1.9862E+11,19.6,121.96,962,38.6,175.7,GMS-3 
,,,,,,
1.9862E+11,19.27,121.75,962,38.6,203.8,GMS-3 
,,,,,,
1.9862E+11,19.08,121.36,965,37.6,202.4,GMS-3 
,,,,,,
1.9862E+11,19.01,120.72,970,35.7,187.9,GMS-3 
,,,,,,
1.9862E+11,18.88,120.08,971,33.7,188.7,GMS-3 
,,,,,,
1.9862E+11,18.53,119.32,971,32.7,180,GMS-3 
,,,,,,
1.9862E+11,18.36,118.42,971,33.7,178.5,GMS-3 
,,,,,,
1.9862E+11,18.47,117.61,963,35.6,218,GMS-3 
,,,,,,
1.9862E+11,18.84,116.78,953,41,208.6,GMS-3 
,,,,,,
1.9862E+11,19.35,115.32,953,40.1,207.2,GMS-3 
,,,,,,
1.9862E+11,19.6,113.7,955,38.6,199.9,GMS-3 
,,,,,,
1.9862E+11,19.71,112.45,958,37.7,222.2,GMS-3 
,,,,,,
1.9862E+11,19.98,111.26,960,35.2,180.2,GMS-3 
,,,,,,
1.9862E+11,20.49,108.36,968,34.2,176.7,GMS-3 
,,,,,,
1.9862E+11,20.5,106.78,968,32.3,162.2,GMS-3 
,,,,,,
1.9862E+11,20.13,104.98,983,23.7,202.8,GMS-3 
,,,,,,
1.98622E+11,14.28,140.34,994,17.6,267.5,GMS-3 
,,,,,,
1.98622E+11,16.72,134.12,989,23.8,200.4,GMS-3 
,,,,,,
1.98622E+11,17.54,133.22,986,25.3,207.2,GMS-3 
,,,,,,
1.98622E+11,17.92,132.1,983,25.8,222.1,GMS-3 
,,,,,,
1.98622E+11,18.39,131.17,982,26.8,174.4,GMS-3 
,,,,,,
1.98622E+11,18.88,130.24,978,28.7,162,GMS-3 
,,,,,,
1.98622E+11,19.2,129.44,975,30.7,175.7,GMS-3 
,,,,,,
1.98622E+11,19.42,128.6,975,31.7,180.6,GMS-3 
,,,,,,
1.98622E+11,19.49,127.8,970,32.2,185.1,GMS-3 
,,,,,,
1.98622E+11,19.7,127.18,965,36.1,232,GMS-3 
,,,,,,
1.98622E+11,20.24,126.62,960,37.1,228.3,GMS-3 
,,,,,,
1.98622E+11,20.8,125.9,954,39.6,226.4,GMS-3 
,,,,,,
1.98622E+11,20.99,125.17,950,40.1,212.1,GMS-3 
,,,,,,
1.98622E+11,21.28,124.44,943,42.5,225.4,GMS-3 
,,,,,,
1.98622E+11,21.83,123.64,941,44,234,GMS-3 
,,,,,,
1.98622E+11,22.24,122.9,941,46.4,290.4,GMS-3 
,,,,,,
1.98622E+11,22.64,122.12,941,46,263.1,GMS-3 
,,,,,,
1.98622E+11,23.18,121.58,945,43.5,215.7,GMS-3 
,,,,,,
1.98622E+11,23.89,121.11,957,41,237.1,GMS-3 
,,,,,,
1.98623E+11,11.6,159.28,998,17.6,122.4,GMS-3 
,,,,,,
1.98623E+11,12.67,159.03,998,17.6,151.4,GMS-3 
,,,,,,
1.98623E+11,13.88,158.66,998,19.6,135.7,GMS-3 
,,,,,,
1.98623E+11,15.12,157.7,996,20.5,136.4,GMS-3 
,,,,,,
1.98623E+11,15.86,156.3,995,22.5,150.9,GMS-3 
,,,,,,
1.98623E+11,16.14,155.04,991,23.4,174.7,GMS-3 
,,,,,,
1.98623E+11,16.24,154,987,26.3,176.1,GMS-3 
,,,,,,
1.98623E+11,16.3,153.3,986,27.4,166.3,GMS-3 
,,,,,,
1.98623E+11,16.4,152.68,986,29.9,157.9,GMS-3 
,,,,,,
1.98623E+11,16.54,152.15,987,29.4,204.6,GMS-3 
,,,,,,
1.98623E+11,16.7,151.72,989,26.4,244.9,GMS-3 
,,,,,,
1.98623E+11,16.75,151.22,990,25.4,214.1,GMS-3 
,,,,,,
1.98623E+11,16.8,150.62,990,24.9,167.6,GMS-3 
,,,,,,
1.98623E+11,16.97,149.65,989,24.9,114,GMS-3 
,,,,,,
1.98623E+11,17.2,148.56,985,27.9,131.6,GMS-3 
,,,,,,
1.98623E+11,17.58,147.15,978,29.4,172.1,GMS-3 
,,,,,,
1.98623E+11,17.86,145.8,970,33.7,158,GMS-3 
,,,,,,
1.98623E+11,18.1,144.64,962,35.7,184.3,GMS-3 
,,,,,,
1.98623E+11,18.34,143.64,951,40.1,215.2,GMS-3 
,,,,,,
1.98623E+11,18.74,142.59,940,42.4,224.4,GMS-3 
,,,,,,
1.98623E+11,19.1,141.6,926,48.4,224.7,GMS-3 
,,,,,,
1.98623E+11,19.39,140.71,919,51.2,242.8,GMS-3 
,,,,,,
1.98623E+11,19.64,140.04,918,54.2,243.5,GMS-3 
,,,,,,
1.98623E+11,20.02,139.57,923,53.8,259.8,GMS-3 
,,,,,,
1.98623E+11,20.5,139.08,928,51.3,234.1,GMS-3 
,,,,,,
1.98623E+11,20.82,138.85,934,49.3,246.9,GMS-3 
,,,,,,
1.98623E+11,21.16,138.72,936,48.4,257.8,GMS-3 
,,,,,,
1.98623E+11,21.38,138.67,940,47.4,249.5,GMS-3 
,,,,,,
1.98623E+11,21.62,138.72,945,44,236.3,GMS-3 
,,,,,,
1.98623E+11,21.89,138.88,949,42.9,241.9,GMS-3 
,,,,,,
1.98623E+11,22.18,139.1,950,42.6,292.9,GMS-3 
,,,,,,
1.98623E+11,22.56,139.43,950,42,274,GMS-3 
,,,,,,
1.98623E+11,23.1,139.82,952,40.6,302.2,GMS-3 
,,,,,,
1.98623E+11,23.86,140.24,952,40,305.8,GMS-3 
,,,,,,
1.98623E+11,24.84,140.7,952,40.1,276.9,GMS-3 
,,,,,,
1.98623E+11,26.01,141.33,955,40.1,255.4,GMS-3 
,,,,,,
1.98623E+11,27.34,142.1,955,39.1,265,GMS-3 
,,,,,,
1.98623E+11,28.94,142.69,955,38.6,286.7,GMS-3 
,,,,,,
1.98623E+11,30.64,143.3,960,35.7,236.6,GMS-3 
,,,,,,
1.98623E+11,32.58,144.76,960,34.8,282.2,GMS-3 
,,,,,,
1.98623E+11,34.76,146.66,962,33.3,192.7,GMS-3 
,,,,,,
1.98623E+11,36.3,148.85,967,30.8,191.8,GMS-3 
,,,,,,
1.98623E+11,37.69,151.26,970,27.4,307,GMS-3 
,,,,,,
1.98623E+11,39.21,153.84,973,25.5,262.9,GMS-3 
,,,,,,
1.98624E+11,11.29,151.75,1001,17.6,218.1,GMS-3 
,,,,,,
1.98624E+11,11.96,150.67,1001,18.7,154.2,GMS-3 
,,,,,,
1.98624E+11,12.69,149.44,999,19.1,133.5,GMS-3 
,,,,,,
1.98624E+11,13.36,148.14,997,21.1,131.5,GMS-3 
,,,,,,
1.98624E+11,14,146.85,995,22.5,155.1,GMS-3 
,,,,,,
1.98624E+11,14.52,145.58,993,24,137.8,GMS-3 
,,,,,,
1.98624E+11,14.98,144.37,991,24.9,178.7,GMS-3 
,,,,,,
1.98624E+11,15.52,143.28,990,27.8,181.7,GMS-3 
,,,,,,
1.98624E+11,16.14,142.44,988,29.7,197,GMS-3 
,,,,,,
1.98624E+11,16.72,141.7,983,31.2,183,GMS-3 
,,,,,,
1.98624E+11,17.34,140.99,975,34.6,201.3,GMS-3 
,,,,,,
1.98624E+11,17.9,140.18,966,38.6,220.2,GMS-3 
,,,,,,
1.98624E+11,18.53,139.51,955,40,214.9,GMS-3 
,,,,,,
1.98624E+11,19.1,138.9,945,43.5,206.5,GMS-3 
,,,,,,
1.98624E+11,19.67,138.38,938,45.8,217.3,GMS-3 
,,,,,,
1.98624E+11,20.36,138.02,946,45.4,235.9,GMS-3 
,,,,,,
1.98624E+11,21.25,137.8,952,42.6,222.7,GMS-3 
,,,,,,
1.98624E+11,22.38,137.7,960,39.1,202.3,GMS-3 
,,,,,,
1.98624E+11,23.44,137.93,965,37.1,175.8,GMS-3 
,,,,,,
1.98624E+11,24.62,138.54,964,36.2,227.4,GMS-3 
,,,,,,
1.98624E+11,26.46,139.58,960,36.2,221.1,GMS-3 
,,,,,,
1.98624E+11,28.74,140.88,960,35.7,226.7,GMS-3 
,,,,,,
1.98624E+11,31.12,141.88,958,35.7,304.9,GMS-3 
,,,,,,
1.98624E+11,33.41,142.91,955,36.2,349.4,GMS-3 
,,,,,,
1.98625E+11,15.35,114.97,1001,18.2,171.3,GMS-3 
,,,,,,
1.98625E+11,15.7,114.21,996,19.6,174.2,GMS-3 
,,,,,,
1.98625E+11,16.11,113.45,996,21.1,199.2,GMS-3 
,,,,,,
1.98625E+11,16.54,112.64,996,21.1,231.8,GMS-3 
,,,,,,
1.98625E+11,16.76,111.8,997,19.6,171.9,GMS-3 
,,,,,,
1.98625E+11,16.89,110.96,997,20.5,155.8,GMS-3 
,,,,,,
1.98625E+11,17.08,110.16,999,18.1,172.3,GMS-3 
,,,,,,
1.98625E+11,17.2,109.32,999,18.1,130.3,GMS-3 
,,,,,,
1.98626E+11,10.79,126.66,996,18.6,132,GMS-3 
,,,,,,
1.98626E+11,11.18,125.3,994,20.5,166.6,GMS-3 
,,,,,,
1.98626E+11,13.25,120.42,992,20.1,143.2,GMS-3 
,,,,,,
1.98626E+11,13.94,119.44,992,21.1,137.2,GMS-3 
,,,,,,
1.98626E+11,14.55,118.81,991,22,137,GMS-3 
,,,,,,
1.98626E+11,15.1,118.3,988,24.9,146.1,GMS-3 
,,,,,,
1.98626E+11,15.48,118,984,26.4,148.3,GMS-3 
,,,,,,
1.98626E+11,15.96,117.96,980,28.3,166.9,GMS-3 
,,,,,,
1.98626E+11,16.4,117.99,976,30.7,167.5,GMS-3 
,,,,,,
1.98626E+11,16.84,118.02,975,32.7,189.5,GMS-3 
,,,,,,
1.98626E+11,17.32,117.91,968,34.2,213.5,GMS-3 
,,,,,,
1.98626E+11,17.76,117.6,967,37.6,199.4,GMS-3 
,,,,,,
1.98626E+11,17.86,117.5,966,38.1,181.2,GMS-3 
,,,,,,
1.98626E+11,17.94,117.36,968,37.7,183.7,GMS-3 
,,,,,,
1.98626E+11,18.26,117.29,970,37.1,206.6,GMS-3 
,,,,,,
1.98626E+11,18.58,117.2,973,35.2,227.5,GMS-3 
,,,,,,
1.98626E+11,18.84,117.07,973,35.2,192,GMS-3 
,,,,,,
1.98626E+11,18.98,116.82,977,34.2,192.4,GMS-3 
,,,,,,
1.98626E+11,19.2,116.47,975,33.7,196.5,GMS-3 
,,,,,,
1.98626E+11,19.42,116,975,32.3,177.8,GMS-3 
,,,,,,
1.98626E+11,19.73,115.43,975,32.3,169.5,GMS-3 
,,,,,,
1.98626E+11,20.06,114.96,975,32.8,200.9,GMS-3 
,,,,,,
1.98626E+11,20.34,114.56,975,32.8,183,GMS-3 
,,,,,,
1.98626E+11,20.7,114.2,975,31.8,157.8,GMS-3 
,,,,,,
1.98626E+11,20.93,113.87,977,30.3,144.4,GMS-3 
,,,,,,
1.98626E+11,21.06,113.54,978,27.3,146.1,GMS-3 
,,,,,,
1.98626E+11,21.12,113.12,980,26.8,158,GMS-3 
,,,,,,
1.98626E+11,21.1,112.6,985,23.9,134.8,GMS-3 
,,,,,,
1.98626E+11,20.9,111.91,990,20.5,117.2,GMS-3 
,,,,,,
1.98627E+11,15.13,155.47,996,19.1,122.5,GMS-3 
,,,,,,
1.98627E+11,15.65,153.77,990,20.9,145.1,GMS-3 
,,,,,,
1.98627E+11,16.26,151.91,987,26.8,198.4,GMS-3 
,,,,,,
1.98627E+11,16.83,150.06,983,28.8,146.6,GMS-3 
,,,,,,
1.98627E+11,17.52,148.2,976,33.2,164.2,GMS-3 
,,,,,,
1.98627E+11,18.18,146.72,960,37.5,146.3,GMS-3 
,,,,,,
1.98627E+11,18.76,145.34,943,44.9,165.8,GMS-3 
,,,,,,
1.98627E+11,19.4,144.25,933,46.4,187.4,GMS-3 
,,,,,,
1.98627E+11,20.04,143.32,932,45.9,202.5,GMS-3 
,,,,,,
1.98627E+11,20.6,142.64,953,43.5,193.7,GMS-3 
,,,,,,
1.98627E+11,21.12,142.22,960,40.6,198.9,GMS-3 
,,,,,,
1.98627E+11,21.62,142.18,960,40.6,193.4,GMS-3 
,,,,,,
1.98627E+11,22.14,142.26,960,40,185.9,GMS-3 
,,,,,,
1.98627E+11,22.69,142.57,960,40,187.5,GMS-3 
,,,,,,
1.98627E+11,23.44,143.28,962,39.1,181,GMS-3 
,,,,,,
1.98627E+11,24.41,144.7,968,36.7,182.9,GMS-3 
,,,,,,
1.98627E+11,27.97,149.45,980,31.8,156.5,GMS-3 
,,,,,,
1.98627E+11,31.04,152.96,983,30.3,199.2,GMS-3 
,,,,,,
1.98628E+11,11.62,127.34,992,19,151.8,GMS-3 
,,,,,,
1.98628E+11,12.02,126.22,992,22,120.9,GMS-3 
,,,,,,
1.98628E+11,12.31,125.18,994,22,147.6,GMS-3 
,,,,,,
1.98628E+11,12.58,124.1,995,21.5,168.1,GMS-3 
,,,,,,
1.98628E+11,12.84,122.81,995,20.1,158.8,GMS-3 
,,,,,,
1.98628E+11,13.08,121.22,995,18.1,145.8,GMS-3 
,,,,,,
1.98628E+11,13.66,117.2,995,21.1,132.8,GMS-3 
,,,,,,
1.98628E+11,13.92,116,994,20.5,150.3,GMS-3 
,,,,,,
1.98628E+11,14.11,114.73,992,21.1,115,GMS-3 
,,,,,,
1.98628E+11,14.3,113.32,990,21.1,130.8,GMS-3 
,,,,,,
1.98629E+11,14.18,116.82,987,24.4,156.4,GMS-3 
,,,,,,
1.98629E+11,13.87,116.26,987,26.8,160.9,GMS-3 
,,,,,,
1.98629E+11,13.66,115.78,988,27.3,156.9,GMS-3 
,,,,,,
1.98629E+11,13.59,115,988,26.4,144.4,GMS-3 
,,,,,,
1.98629E+11,13.64,114.18,988,25.9,151.2,GMS-3 
,,,,,,
1.98629E+11,13.75,113.39,988,25.9,178.8,GMS-3 
,,,,,,
1.98629E+11,13.82,112.58,989,25,218.1,GMS-3 
,,,,,,
1.98629E+11,13.69,111.89,991,22.5,289.9,GMS-3 
,,,,,,
1.98629E+11,13.65,111.2,992,20,254.7,GMS-3 
,,,,,,
1.98629E+11,13.86,110.63,993,19.1,262.2,GMS-3 
,,,,,,
1.9863E+11,7.94,129.39,995,17.6,150,GMS-3 
,,,,,,
1.9863E+11,8.62,128.1,991,20.1,139.3,GMS-3 
,,,,,,
1.9863E+11,9.18,127.17,989,21.6,250.8,GMS-3 
,,,,,,
1.9863E+11,9.8,126.22,989,22.1,195.4,GMS-3 
,,,,,,
1.9863E+11,10.71,125.05,991,21.1,119.8,GMS-3 
,,,,,,
1.9863E+11,11.86,123.62,991,19.1,178.4,GMS-3 
,,,,,,
1.9863E+11,12.7,121.97,993,18.2,151.4,GMS-3 
,,,,,,
1.9863E+11,13.68,119.24,994,17.6,163.7,GMS-3 
,,,,,,
1.9863E+11,13.98,118.14,994,20.1,186.4,GMS-3 
,,,,,,
1.9863E+11,14.57,117,993,21.4,167.7,GMS-3 
,,,,,,
1.9863E+11,15.58,116.02,992,22,121.8,GMS-3 
,,,,,,
1.9863E+11,16.61,115.06,990,22,143.7,GMS-3 
,,,,,,
1.9863E+11,17.76,114.2,985,26.3,144.8,GMS-3 
,,,,,,
1.9863E+11,19.64,115.75,994,18.6,173.6,GMS-3 
,,,,,,
1.9863E+11,19.29,115.9,996,21.2,179.8,GMS-3 
,,,,,,
1.98631E+11,13.57,127.01,992,20,176.7,GMS-3 
,,,,,,
1.98631E+11,13.9,126.16,988,23.4,156.8,GMS-3 
,,,,,,
1.98631E+11,14.32,125.4,985,25.4,150.9,GMS-3 
,,,,,,
1.98631E+11,14.76,124.78,981,26.9,161.1,GMS-3 
,,,,,,
1.98631E+11,15.34,124.38,975,30.8,198.6,GMS-3 
